,created_at,sentiment,tweet
13,2019-09-02,Neutral,b rt xe2 x8f xb3competition closed xe2 x8c x9b xef xb8 x8f n nthe winner will be decided n xe2 x8f xb2 xef xb8 x8ftuesday 3rd september 20 00 utc n xe2 x9b x93 xef xb8 x8f by bitcoin block number 593 044 n nbest xe2 x80 xa6
14,2019-09-02,Positive,b another fun trivia holds on wednesday at 15 00 utc n nvenue 15 questions n 1 xe2 x80 xa6
15,2019-09-02,Neutral,b xf0 x9f x93 xa2new trade n xf0 x9f x8c x8eexchange binance n xf0 x9f x93 x8c aionbtc n xe2 x8f xb3buy date 2019 09 01 08 45 00 n xe2 x8c x9bsell date 2019 09 03 00 14 01 n xf0 x9f x93 x88buy 0 xe2 x80 xa6
16,2019-09-02,Neutral,b the bitcoinpizza would be worth us 0 00 right now down in the last 24 hours bitcoin
17,2019-09-02,Neutral,b xe2 xac x86 xef xb8 x8f buy gold futures on 4h time frame ncurrent price 1 537 00 nbulls xe2 x86 x97 xef xb8 x8f power 70 nbears xe2 x86 x98 xef xb8 x8f power 4 n gold stockmarket xe2 x80 xa6
18,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 03 01 01 00 n bitcoin 10 364 259 n ethereum 178 902 n xrp 0 262 xe2 x80 xa6
19,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 21 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
20,2019-09-02,Neutral,b mon 2 sep 23 00 04 west 2019 and the price of ripple is 0 26 usd or 0 000025 btc and this coin has a circulating su xe2 x80 xa6
21,2019-09-02,Neutral,b xe2 x8f xb0 01 00 n xe2 x82 xbf bitcoin 10 401 1320 n bitcoin btc btcusd
22,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 03 00 50 02 n bitcoin 10 386 359 n ethereum 179 316 n xrp 0 262 xe2 x80 xa6
23,2019-09-02,Neutral,b sign up through my link and you get 25 00 in bitcoin
24,2019-09-02,Neutral,b rt xe2 x8f xb3competition closed xe2 x8c x9b xef xb8 x8f n nthe winner will be decided n xe2 x8f xb2 xef xb8 x8ftuesday 3rd september 20 00 utc n xe2 x9b x93 xef xb8 x8f by bitcoin block number 593 044 n nbest xe2 x80 xa6
25,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 03 00 40 02 n bitcoin 10 381 524 n ethereum 179 462 n xrp 0 262 xe2 x80 xa6
26,2019-09-02,Neutral,b rt xe2 x8f xb3competition closed xe2 x8c x9b xef xb8 x8f n nthe winner will be decided n xe2 x8f xb2 xef xb8 x8ftuesday 3rd september 20 00 utc n xe2 x9b x93 xef xb8 x8f by bitcoin block number 593 044 n nbest xe2 x80 xa6
27,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 03 00 30 05 n bitcoin 10 363 435 n ethereum 179 720 n xrp 0 262 xe2 x80 xa6
28,2019-09-02,Neutral,b one bitcoin now worth 10400 00 high 10471 000 low 9664 090 market cap 186 284 billion bitcoin
29,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 03 00 20 03 n bitcoin 10 347 542 n ethereum 179 275 n xrp 0 262 xe2 x80 xa6
30,2019-09-02,Neutral,b rt xe2 x8f xb3competition closed xe2 x8c x9b xef xb8 x8f n nthe winner will be decided n xe2 x8f xb2 xef xb8 x8ftuesday 3rd september 20 00 utc n xe2 x9b x93 xef xb8 x8f by bitcoin block number 593 044 n nbest xe2 x80 xa6
31,2019-09-02,Neutral,b current bitcoin price 10780 90 includes sum of forks btc 10353 00 bch 293 04 0 0283 btc bsv 134 86 0 0130 btc
32,2019-09-02,Neutral,b rt right now 0 008 digibyte at the current market cap is equivalent to bitcoin when it was at 6 00 btc will eventua xe2 x80 xa6
33,2019-09-02,Neutral,b rt xe2 x8f xb3competition closed xe2 x8c x9b xef xb8 x8f n nthe winner will be decided n xe2 x8f xb2 xef xb8 x8ftuesday 3rd september 20 00 utc n xe2 x9b x93 xef xb8 x8f by bitcoin block number 593 044 n nbest xe2 x80 xa6
34,2019-09-02,Neutral,b rt xe2 x8f xb3competition closed xe2 x8c x9b xef xb8 x8f n nthe winner will be decided n xe2 x8f xb2 xef xb8 x8ftuesday 3rd september 20 00 utc n xe2 x9b x93 xef xb8 x8f by bitcoin block number 593 044 n nbest xe2 x80 xa6
35,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 03 00 10 02 n bitcoin 10 344 256 n ethereum 179 384 n xrp 0 262 xe2 x80 xa6
36,2019-09-02,Neutral,b xe2 x8f xb3competition closed xe2 x8c x9b xef xb8 x8f n nthe winner will be decided n xe2 x8f xb2 xef xb8 x8ftuesday 3rd september 20 00 utc n xe2 x9b x93 xef xb8 x8f by bitcoin block number 5 xe2 x80 xa6
37,2019-09-02,Positive,b good news g32 mini will be shipped in the end of september innosilicon has just confirmed this npre order your xe2 x80 xa6
38,2019-09-02,Positive,b top 5 crypto gainers n alert time 2019 09 03 00 01 04 n bdttoken 0 009 n eunomia 0 000 n qbic 0 002 xe2 x80 xa6
39,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 03 00 01 02 n bitcoin 10 352 202 n ethereum 179 447 n xrp 0 262 xe2 x80 xa6
40,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 20 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
41,2019-09-02,Neutral,b rt join blockstream core tech engineer dr this wed at 15 00 utc for a live webinar on getting started on clightning xe2 x80 xa6
42,2019-09-02,Neutral,b xe2 x8f xb0 00 00 n xe2 x82 xbf bitcoin 10 369 0940 n bitcoin btc btcusd
43,2019-09-02,Neutral,b bitcoin btc nprice 10 337 13 nchange in 1h 1 6 nmarket cap 185 157 582 536 00 nranking 1 n bitcoin btc
44,2019-09-02,Positive,b 1 2 nbiggest gainers top 5 n name symbol price 1h n n 1 almeela kze xe2 x80 xa6
45,2019-09-02,Neutral,b xe3 x80 market surveillance september 2 btc is standing above 10000 xe3 x80 x91as of 18 00 utc on septemb xe2 x80 xa6
46,2019-09-02,Neutral,b 1 bitcoin btc ndollar 10 435 48 n n1 bitcoin cash bch ndollar 2 95 00 n n1 ethereum eth ndollar 181 xe2 x80 xa6
47,2019-09-02,Neutral,b airdrop medk nestimated value 5 00 ntoken value 50 medk n xf0 x9f x8c x90 forget to join our telegr xe2 x80 xa6
48,2019-09-02,Positive,b rt 2000 00 free xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f xe2 x80 xbc xef xb8 x8f doge sign up bonus don t need to deposit no scam n xf0 x9f x92 xaf free n n blockchai xe2 x80 xa6
49,2019-09-02,Neutral,b hourly price update usdt n n xe2 x80 xa2 bsv bitcoin 132 96 n ndead forks n n xe2 x80 xa2 btc blockstream turd coin 10212 00 n xe2 x80 xa2 bch btrash 291 10
50,2019-09-02,Neutral,b rt bitcoin now at 10 150 00 those of you in the old school who believe this is a bubble simply ha xe2 x80 xa6
51,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 23 00 59 n bitcoin 10 174 163 n ethereum 178 046 n xrp 0 260 xe2 x80 xa6
52,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 19 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
53,2019-09-02,Neutral,b xe2 x8f xb0 23 00 n xe2 x82 xbf bitcoin 10 199 0460 n bitcoin btc btcusd
54,2019-09-02,Neutral,b bitcoin btc nprice 10 167 62 nchange in 1h 0 32 nmarket cap 182 120 323 520 00 nranking 1 n bitcoin btc
55,2019-09-02,Neutral,b please address basic issues about bitcoin n nhere s how much a single bitcoin transaction cost xe2 x80 xa6
56,2019-09-02,Neutral,b gold 1 529 23 silver 18 47 platinum 930 00 nbitcoin 10 134 bitcoin cash 291 ncall us at 800 874 9760 or s xe2 x80 xa6
57,2019-09-02,Neutral,b xe3 x80 market surveillance september 2 btc is standing above 10000 xe3 x80 x91as of 18 00 utc on septemb xe2 x80 xa6
58,2019-09-02,Neutral,b innosilicon g32 1800 shipping in november n nprice xe2 x82 xac9 950 00 n btc bitcoin cryptomining
59,2019-09-02,Neutral,b bitcoin now at 10 150 00 those of you in the old school who believe this is a bubble xe2 x80 xa6
60,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 18 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
61,2019-09-02,Neutral,b xe2 x8f xb0 22 00 n xe2 x82 xbf bitcoin 10 152 2700 n bitcoin btc btcusd
62,2019-09-02,Neutral,b bitcoin btc nprice 10 136 15 nchange in 1h 0 58 nmarket cap 181 555 872 418 00 nranking 1 n bitcoin btc
63,2019-09-02,Neutral,b btcusd alert the price is surging up 4 09 currently 10166 00 vs 9766 52 at midnight utc btc bitcoin
64,2019-09-02,Neutral,b xf0 x9f x93 xa2 every hour past 00 and 30 we will tweet cryptocurrency market report in usd and every hour past 15 and 45 we wil xe2 x80 xa6
65,2019-09-02,Neutral,b current bitcoin price 10539 87 includes sum of forks btc 10116 00 bch 290 78 0 0287 btc bsv 133 09 0 0132 btc
66,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 21 00 56 n bitcoin 10 076 582 n ethereum 177 275 n xrp 0 258 xe2 x80 xa6
67,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 17 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
68,2019-09-02,Neutral,b 02sep2019 18 00 utc bitcoin blockchain status last 24h 142 blocks mined 913 384 btc output 311 437 transactions
69,2019-09-02,Neutral,b 02sep2019 18 00 utc bitcoin live spots xbtusd 10 098 15000 xbteur 9 198 45000 xe2 x82 xac
70,2019-09-02,Neutral,b xe2 x8f xb0 21 00 n xe2 x82 xbf bitcoin 10 089 7180 n bitcoin btc btcusd
71,2019-09-02,Neutral,b bitcoin back above 10k n n bitcoin 10054 08 4 33 n ether 177 38 4 04 n ripple xrp 0 258 0 82 xe2 x80 xa6
72,2019-09-02,Positive,b a super call xf0 x9f x91 x87 xf0 x9f x91 x87 xf0 x9f x91 x87 xf0 x9f x91 x87 xf0 x9f x91 x87 n nsell gold at 1529 00 n ntp1 1520 00 n ntp2 1515 00 n nsl 1549 00 n n forex gold signals swingtrading xe2 x80 xa6
73,2019-09-02,Neutral,b btc btc bitcoin 9 985 n tradealert nfib r1 broken price 9985 00 above resistance point 1 9960 99 n n fibonacci
74,2019-09-02,Neutral,b btcusd alert 2 38 spike in price detected currently 9999 00 vs 9766 52 at midnight utc btc bitcoin
75,2019-09-02,Neutral,b 17 00 gmt update n trading futures commodities eurusd gold oil dowjones trump fed opec dollar euro ecb xe2 x80 xa6
76,2019-09-02,Neutral,b 13 00 gmt update n trading futures commodities eurusd gold oil dowjones trump fed opec dollar euro ecb xe2 x80 xa6
77,2019-09-02,Neutral,b 1 btc bitcoin quotes n 9944 00 9951 72 bitstamp n 9945 00 9945 86 kraken n xe2 x87 xa2 6 72 1 86
78,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 20 00 56 n bitcoin 9 934 447 n ethereum 173 619 n xrp 0 257 xe2 x80 xa6
79,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 16 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
80,2019-09-02,Neutral,b one bitcoin now worth 9944 00 high 9977 240 low 9538 750 market cap 178 100 billion bitcoin
81,2019-09-02,Neutral,b xe2 x8f xb0 20 00 n xe2 x82 xbf bitcoin 10 000 0000 n bitcoin btc btcusd
82,2019-09-02,Neutral,b bitcoin btc nprice 9 929 60 nchange in 1h 0 29 nmarket cap 177 854 836 860 00 nranking 1 n bitcoin btc
83,2019-09-02,Neutral,b rt checkmatey tomorrow at 19 00 utc i will be delivering episode 4 of the bitcoin analytics masterclass n nthis session xe2 x80 xa6
84,2019-09-02,Neutral,b xf0 x9f x93 xa2new trade n xf0 x9f x8c x8eexchange binance n xf0 x9f x93 x8c appcbtc n xe2 x8f xb3buy date 2019 09 02 16 56 00 n xe2 x8c x9bsell date 2019 09 02 18 21 15 n xf0 x9f x93 x88buy 0 xe2 x80 xa6
85,2019-09-02,Neutral,b 1 btc bitcoin quotes n 9912 87 9918 00 bitstamp n 9918 10 9925 19 kraken n xe2 x87 xa2 0 10 12 32
86,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 19 00 53 n bitcoin 9 899 730 n ethereum 172 891 n xrp 0 257 xe2 x80 xa6
87,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 15 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
88,2019-09-02,Neutral,b xe2 x8f xb0 19 00 n xe2 x82 xbf bitcoin 9 900 9901 n bitcoin btc btcusd
89,2019-09-02,Neutral,b bitcoin btc nprice 9 896 26 nchange in 1h 0 25 nmarket cap 177 256 905 623 00 nranking 1 n bitcoin btc
90,2019-09-02,Positive,b gt gt gt gt is for sale for only 47 500 00 usd attractive monthly payment plan available m xe2 x80 xa6
91,2019-09-02,Neutral,b current bitcoin price 10318 10 includes sum of forks btc 9900 00 bch 286 16 0 0289 btc bsv 131 94 0 0133 btc
92,2019-09-02,Neutral,b rt bitcoin has been pronounced dead 373 times now n nwired at 13 30 nforbes at 15 15 nbloomberg at 93 57 nwashington post at xe2 x80 xa6
93,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 18 01 00 n bitcoin 9 918 962 n ethereum 173 865 n xrp 0 258 xe2 x80 xa6
94,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 14 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
95,2019-09-02,Neutral,b xe2 x8f xb0 18 00 n xe2 x82 xbf bitcoin 9 900 9901 n bitcoin btc btcusd
96,2019-09-02,Neutral,b bitcoin btc nprice 9 919 13 nchange in 1h 0 3 nmarket cap 177 665 804 728 00 nranking 1 n bitcoin btc
97,2019-09-02,Neutral,b rt right now 0 008 digibyte at the current market cap is equivalent to bitcoin when it was at 6 00 btc will eventua xe2 x80 xa6
98,2019-09-02,Neutral,b next monthly stammtisch this wed september 4 as always from 18 00 on at n
99,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 13 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
100,2019-09-02,Neutral,b xe2 x8f xb0 17 00 n xe2 x82 xbf bitcoin 9 900 9901 n bitcoin btc btcusd
101,2019-09-02,Neutral,b bitcoin btc nprice 9 891 53 nchange in 1h 0 48 nmarket cap 177 170 435 638 00 nranking 1 n bitcoin btc
102,2019-09-02,Neutral,b rt bitcoin has been pronounced dead 373 times now n nwired at 13 30 nforbes at 15 15 nbloomberg at 93 57 nwashington post at xe2 x80 xa6
103,2019-09-02,Neutral,b bitcoin xe2 x80 x94 9840 95 2 36 n ethereum xe2 x80 x94 172 49 0 98 n xrp xe2 x80 x94 0 25 0 01 n bitcoin cash xe2 x80 x94 287 57 3 46 xe2 x80 xa6
104,2019-09-02,Positive,b lamborghini could have been a get rich quick thing if you recieved the 1 00 bitcoin ico
105,2019-09-02,Neutral,b btc 9847 58 up 0 49 0 00 in the last hour bitcoin bitsmart
106,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 16 01 00 n bitcoin 9 847 576 n ethereum 172 210 n xrp 0 256 xe2 x80 xa6
107,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 12 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
108,2019-09-02,Neutral,b xe2 x8f xb0 16 00 n xe2 x82 xbf bitcoin 9 803 9216 n bitcoin btc btcusd
109,2019-09-02,Neutral,b bitcoin 9 837 64 n 2 85 272 76 nhigh 9 850 00 nlow 9 532 47 nvolume 119 n n btc btc bitcoin
110,2019-09-02,Neutral,b bitcoin btc nprice 9 841 58 nchange in 1h 0 01 nmarket cap 176 275 088 225 00 nranking 1 n bitcoin btc
111,2019-09-02,Positive,b rt we had an amazing info event in stuttgart germany explaining atronocom to the people and growing our community n nanother ev xe2 x80 xa6
112,2019-09-02,Positive,b i love ur tweets the 3 richest bitcoin wallets buys yesterday at 19 00 what do u think about that
113,2019-09-02,Neutral,b current bitcoin price 10238 52 includes sum of forks btc 9820 00 bch 285 87 0 0291 btc bsv 132 65 0 0135 btc
114,2019-09-02,Positive,b rt top 5 cryptocurrencies n alert time 2019 09 02 15 01 00 n bitcoin 9 844 932 n ethereum 172 628 xe2 x80 xa6
115,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 15 01 00 n bitcoin 9 844 932 n ethereum 172 628 n xrp 0 256 xe2 x80 xa6
116,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 11 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
117,2019-09-02,Neutral,b mon 2 sep 13 00 04 west 2019 and the price of ethereum is 172 63 usd or 0 017536 btc and this coin has a circulatin xe2 x80 xa6
118,2019-09-02,Neutral,b xe2 x8f xb0 15 00 n xe2 x82 xbf bitcoin 9 900 9901 n bitcoin btc btcusd
119,2019-09-02,Neutral,b bitcoin 9 828 37 n 2 75 263 17 nhigh 9 850 00 nlow 9 532 47 nvolume 108 n n btc btc bitcoin
120,2019-09-02,Neutral,b bitcoin btc nprice 9 847 09 nchange in 1h 0 46 nmarket cap 176 373 603 267 00 nranking 1 n bitcoin btc
121,2019-09-02,Neutral,b xf0 x9f x93 xa2new trade n xf0 x9f x8c x8eexchange binance n xf0 x9f x93 x8c tntbtc n xe2 x8f xb3buy date 2019 09 02 00 47 00 n xe2 x8c x9bsell date 2019 09 02 13 03 01 n xf0 x9f x93 x88buy 0 0 xe2 x80 xa6
122,2019-09-02,Neutral,b 1 btc bitcoin quotes n 9794 73 9804 96 bitstamp n 9799 90 9800 00 kraken n xe2 x87 xa2 5 06 5 27
123,2019-09-02,Neutral,b xdna vaultmex price alert n time 2019 09 02 14 00 57 n xdna btc n change n bitcoin blockchain ethereum fintech xe2 x80 xa6
124,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 14 00 55 n bitcoin 9 800 286 n ethereum 171 521 n xrp 0 255 xe2 x80 xa6
125,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 10 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
126,2019-09-02,Neutral,b xe2 x8f xb0 14 00 n xe2 x82 xbf bitcoin 9 803 9216 n bitcoin btc btcusd
127,2019-09-02,Neutral,b bitcoin btc nprice 9 801 03 nchange in 1h 0 15 nmarket cap 175 547 876 802 00 nranking 1 n bitcoin btc
128,2019-09-02,Neutral,b pre xc3 xa7os bank to crypto n nbitcoin r 41 919 37 nbitcoin cash r 1 321 15 nethereum r 756 61 nsmartcash r 0 02 nzcor xe2 x80 xa6
129,2019-09-02,Neutral,b pre xc3 xa7os bank to crypto n nbitcoin r 41 919 37 nbitcoin cash r 1 321 15 nethereum r 756 61 nsmartcash r 0 02 nzcor xe2 x80 xa6
130,2019-09-02,Neutral,b bitcoin 9 788 40 n 2 20 210 26 nhigh 9 850 00 nlow 9 532 47 nvolume 96 n n btc btc bitcoin
131,2019-09-02,Neutral,b 100 0 btc bought 9788 00 usdt at binance sent by whalemonitor bitcoin binance
132,2019-09-02,Positive,b rt xe2 x80 xbc xef xb8 x8f lists aigopay protocol xgo on 2019 07 26 08 00 utc n n xf0 x9f x94 xbb xgo usdt pair will be available for trading on 26th xe2 x80 xa6
133,2019-09-02,Neutral,b the bitcoinpizza would be worth us 0 00 right now down in the last 24 hours bitcoin
134,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 13 00 50 n bitcoin 9 785 558 n ethereum 171 469 n xrp 0 256 xe2 x80 xa6
135,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 09 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
136,2019-09-02,Neutral,b xe2 x8f xb0 13 00 n xe2 x82 xbf bitcoin 9 803 9216 n bitcoin btc btcusd
137,2019-09-02,Neutral,b bitcoin 9 769 44 n 1 88 180 64 nhigh 9 850 00 nlow 9 532 47 nvolume 92 n n btc btc bitcoin
138,2019-09-02,Neutral,b current bitcoin price 10182 97 includes sum of forks btc 9770 00 bch 281 19 0 0288 btc bsv 131 78 0 0135 btc
139,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 12 00 54 n bitcoin 9 761 826 n ethereum 171 085 n xrp 0 255 xe2 x80 xa6
140,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 08 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
141,2019-09-02,Positive,b top 5 cryptocurrencies prices n nbitcoin btc 9 761 83 xf0 x9f x94 xbb 0 00 nethereum eth 171 09 xf0 x9f x94 xbb 0 14 nxrp xrp 0 2553852 xe2 x80 xa6
142,2019-09-02,Neutral,b xe2 x8f xb0 12 00 n xe2 x82 xbf bitcoin 9 803 9216 n bitcoin btc btcusd
143,2019-09-02,Neutral,b bitcoin 9 744 16 n 1 70 163 14 nhigh 9 850 00 nlow 9 532 47 nvolume 92 n n btc btc bitcoin
144,2019-09-02,Neutral,b bitcoin btc nprice 9 763 41 nchange in 1h 0 02 nmarket cap 174 872 708 413 00 nranking 1 n bitcoin btc
145,2019-09-02,Neutral,b 9 00 gmt update n trading futures commodities eurusd gold oil dowjones trump fed opec dollar euro ecb xe2 x80 xa6
146,2019-09-02,Neutral,b 5 00 gmt update n trading futures commodities eurusd gold oil dowjones trump fed opec dollar euro ecb xe2 x80 xa6
147,2019-09-02,Neutral,b here is my bitcoin prediction of tomorrow predict and earn with pynk xf0 x9f xa7 xa0 btc btcusd btc
148,2019-09-02,Neutral,b btc xf0 x9f x92 xb5 price 9762 30 1 00000btc n1h 0 00 xf0 x9f x93 x88 n1d 1 37 xf0 x9f x93 x88 n7d 5 76 xf0 x9f x94 xbb n xf0 x9f x91 xbe bitcoin 24h volume 11 723 777 851
149,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 07 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
150,2019-09-02,Neutral,b bitcoin btc price 9778 48 24hr change 142 00 nethereum eth price 171 35 24hr change 1 37
151,2019-09-02,Neutral,b xe2 x8f xb0 11 00 n xe2 x82 xbf bitcoin 9 803 9216 n bitcoin btc btcusd
152,2019-09-02,Neutral,b hourly price update usdt n n xe2 x80 xa2 bsv bitcoin 131 44 n ndead forks n n xe2 x80 xa2 btc blockstream turd coin 9738 00 n xe2 x80 xa2 bch btrash 280 45
153,2019-09-02,Neutral,b 1 btc bitcoin quotes n 9752 71 9761 20 bitstamp n 9765 00 9765 10 kraken n xe2 x87 xa2 3 80 12 39
154,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 06 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
155,2019-09-02,Neutral,b xf0 x9f x93 x88 crypto litmus xf0 x9f x93 x89 n07 00 2019 09 02 cryptocurrency bitcoin
156,2019-09-02,Neutral,b xe2 x8f xb0 10 00 n xe2 x82 xbf bitcoin 9 803 9216 n bitcoin btc btcusd
157,2019-09-02,Neutral,b bitcoin btc nprice 9 763 83 nchange in 1h 0 16 nmarket cap 174 878 407 128 00 nranking 1 n bitcoin btc
158,2019-09-02,Neutral,b market price snapshot 2 9 19 08 00 n nbitcoin 9764 53 nxrp 0 26 nether 171 35 nlitecoin 65 54 nbitcoin cash 28 xe2 x80 xa6
159,2019-09-02,Neutral,b 1 bitcoin btc ndollar 9765 00 n n1 bitcoin cash bch ndollar 2 81 86 n n1 ethereum eth ndollar 170 85 xe2 x80 xa6
160,2019-09-02,Neutral,b one bitcoin now worth 9765 00 high 9832 000 low 9538 750 market cap 174 899 billion bitcoin
161,2019-09-02,Neutral,b 147 7 btc sold 9748 00 usdt at binance sent by whalemonitor bitcoin binance
162,2019-09-02,Positive,b nterminal alert nwe spotted a large bitcoin transaction n ntransaction amount usd 11 524 736 79 nprice usd 9 775 0 xe2 x80 xa6
163,2019-09-02,Neutral,b xf0 x9f x93 xa2 every hour past 00 and 30 we will tweet cryptocurrency market report in usd and every hour past 15 and 45 we wil xe2 x80 xa6
164,2019-09-02,Neutral,b current bitcoin price 10180 44 includes sum of forks btc 9768 00 bch 281 32 0 0288 btc bsv 131 12 0 0134 btc
165,2019-09-02,Neutral,b almost there nsomething big something outstanding new episode of high heels of bitcoin and my guest was no one e xe2 x80 xa6
166,2019-09-02,Neutral,b hourly price update usdt n n xe2 x80 xa2 bsv bitcoin 131 44 n ndead forks n n xe2 x80 xa2 btc blockstream turd coin 9752 00 n xe2 x80 xa2 bch btrash 281 55
167,2019-09-02,Positive,b top 5 cryptocurrencies n alert time 2019 09 02 09 01 00 n bitcoin 9 780 765 n ethereum 171 772 n xrp 0 256 xe2 x80 xa6
168,2019-09-02,Neutral,b btcusd market 1h timeframe on september 2 at 05 00 utc is bullish cryptocurrency bitcoin btc crypto xe2 x80 xa6
169,2019-09-02,Neutral,b 2019 09 02 15 00 20 24h btc priceper currency nvia
170,2019-09-02,Neutral,b aaaaaaaaaaaaaaa xe2 x80 xa6
171,2019-09-02,Neutral,b xe2 x8f xb0 09 00 n xe2 x82 xbf bitcoin 9 803 9216 n bitcoin btc btcusd
172,2019-09-02,Neutral,b average bitcoin market price is usd 9 776 17 eur 8 908 00
173,2019-09-02,Neutral,b hello humans as of mon sep 2 00 30 14 cdt 2019 current cryptocoin prices n bitcoin is 9787 1691 n dash is 80 4 xe2 x80 xa6
174,2019-09-02,Neutral,b bitcoin cash bch current price n 283 42 n1 hour 0 46 24 hours 0 87 7 days 9 00 n bch bitcoin cash
175,2019-09-02,Neutral,b i once got into a tipping contest with a random on hand cash it started at 01 and went up in one cent incriments xe2 x80 xa6
